ORF	SMF	SDV
YDR362C_damp	1.005885	0.008365
YDR364C_damp	0.998038	0.007296
YDR365C_damp	0.897718	0.005731
YDR367W_damp	1.000919	0.008631
YDR373W_damp	0.942549	0.008390
YDR376W_damp	0.972401	0.008977
YDR381W_damp	0.977305	0.010835
YDR382W_damp	0.575868	0.018788
YDR388W_damp	0.997983	0.013292
YDR390C_damp	0.995274	0.011174
YDR396W_damp	0.444710	0.021889
YDR397C_damp	0.962840	0.009731
YDR398W_damp	0.992859	0.005153
YDR404C_damp	0.504786	0.020589
YDR405W_damp	0.967619	0.010695
YDR407C_damp	1.001341	0.004733
YDR412W_damp	NaN	NaN
YDR416W_damp	1.004616	0.007719
YDR418W_damp	0.602243	0.006116
YDR427W_damp	1.022408	0.010324
YDR429C_damp	0.937389	0.013506
YDR432W_damp	1.007333	0.008830
YDR433W_damp	0.592551	0.014704
YDR434W_damp	0.914186	0.005902
YDR437W_damp	1.020045	0.009788
YDR442W_damp	0.532807	0.010560
YDR448W_damp	0.800743	0.008951
YDR449C_damp	0.807992	0.014702
YDR450W_damp	0.752517	0.008503
YDR454C_damp	0.863513	0.014763
YDR456W_damp	1.016086	0.007437
YDR460W_damp	0.994488	0.007042
YDR462W_damp	0.818021	0.021833
YDR464W_damp	0.984091	0.012116
YDR468C_damp	1.051145	0.012334
YDR470C_damp	0.972110	0.005463
YDR472W_damp	0.917548	0.011680
YDR473C_damp	0.939335	0.007684
YDR478W_damp	0.988363	0.005485
YDR484W_damp	1.009332	0.013176
YDR487C_damp	0.964918	0.010419
YDR489W_damp	1.000900	0.013616
YDR495C_damp	NaN	NaN
YDR498C_damp	0.954386	0.006539
YDR499W_damp	1.058067	0.014439
YDR507C_damp	0.978544	0.007265
YDR510W_damp	0.470522	0.012427
YDR518W_damp	NaN	NaN
YDR521W_damp	NaN	NaN
YDR523C_damp	1.031146	0.013273
YDR526C_damp	0.417824	0.010965
YDR527W_damp	0.996008	0.006986
YDR529C_damp	0.964395	0.008763
YDR531W_damp	0.987871	0.006300
YEL002C_damp	NaN	NaN
YEL003W_damp	NaN	NaN
YEL009C_damp	NaN	NaN
YEL027W_damp	NaN	NaN
YEL029C_damp	NaN	NaN
YEL032W_damp	NaN	NaN
YEL033W_damp	NaN	NaN
YEL034W_damp	NaN	NaN
YEL035C_damp	NaN	NaN
YEL045C_damp	NaN	NaN
YEL046C_damp	NaN	NaN
YEL050C_damp	NaN	NaN
YEL051W_damp	NaN	NaN
YEL054C_damp	NaN	NaN
YEL058W_damp	NaN	NaN
YER003C_damp	NaN	NaN
YER006W_damp	NaN	NaN
YER008C_damp	NaN	NaN
YER009W_damp	NaN	NaN
YER013W_damp	NaN	NaN
YER014C-A_damp	NaN	NaN
YER017C_damp	NaN	NaN
YER021W_damp	NaN	NaN
YER022W_damp	NaN	NaN
YER023W_damp	NaN	NaN
YER025W_damp	NaN	NaN
YER036C_damp	NaN	NaN
YER038C_damp	NaN	NaN
YER040W_damp	NaN	NaN
YER043C_damp	0.702857	0.010464
YER044C_damp	NaN	NaN
YER048W-A_damp	0.671229	0.017299
YER050C_damp	NaN	NaN
YER058W_damp	0.847576	0.010860
YER068C-A_damp	0.964346	0.011927
YER068W_damp	1.056410	0.013991
YER070W_damp	NaN	NaN
YER082C_damp	0.848194	0.008593
YER086W_damp	0.923899	0.007542
YER087W_damp	1.002760	0.007366
YER093C_damp	0.957084	0.015275
YER110C_damp	1.013423	0.009025
YER112W_damp	NaN	NaN
YER122C_damp	0.986141	0.008077
YER125W_damp	0.981269	0.018905
YER126C_damp	0.861861	0.006505
YER127W_damp	0.935213	0.007833
YER133W_damp	0.859148	0.027478
YER136W_damp	1.024672	0.007772
YER141W_damp	1.002202	0.006507
YER147C_damp	0.968767	0.010614
YER148W_damp	0.722276	0.011239
YER154W_damp	NaN	NaN
YER157W_damp	0.983017	0.006948
YER159C_damp	0.961880	0.007509
YER165W_damp	0.796467	0.009512
YER168C_damp	1.044362	0.009038
YER169W_damp	0.964008	0.008578
YER171W_damp	0.739896	0.016678
YER172C_damp	0.990699	0.008629
YFL002C_damp	NaN	NaN
YFL008W_damp	1.002597	0.008136
YFL009W_damp	1.020646	0.011198
YFL017C_damp	0.963026	0.010333
YFL024C_damp	1.041686	0.006262
YFL029C_damp	0.830358	0.019738
YFL034C-B_damp	0.639066	0.035273
YFL039C_damp	0.564523	0.009111
YFL045C_damp	0.687009	0.012705
YFR001W_damp	0.830607	0.006981
YFR002W_damp	0.848460	0.009662
YFR003C_damp	0.980300	0.004670
YFR004W_damp	NaN	NaN
YFR005C_damp	NaN	NaN
YFR027W_damp	1.000788	0.006149
YFR028C_damp	0.992749	0.004802
YFR029W_damp	1.036123	0.012058
YFR031C_damp	0.973876	0.009169
YFR036W_damp	0.996387	0.008687
YFR037C_damp	0.727888	0.009342
YFR050C_damp	0.559799	0.011518
YFR051C_damp	0.953247	0.009830
YFR052W_damp	0.917055	0.006622
YGL001C_damp	0.587347	0.010492
YGL003C_damp	0.824051	0.010983
YGL008C_damp	0.932253	0.008667
YGL011C_damp	0.647384	0.024331
YGL018C_damp	0.998006	0.005888
YGL022W_damp	0.914133	0.011421
YGL024W_damp	0.981325	0.005795
YGL025C_damp	0.943638	0.011666
YGL033W_damp	0.967306	0.013061
YGL040C_damp	0.996107	0.011082
YGL047W_damp	0.981567	0.004412
YGL048C_damp	0.917778	0.006258
YGL055W_damp	0.974588	0.011673
YGL061C_damp	0.946665	0.008376
YGL065C_damp	0.973688	0.007460
YGL068W_damp	0.724859	0.033727
YGL069C_damp	0.648298	0.034948
YGL070C_damp	NaN	NaN
YGL072C_damp	1.035704	0.012666
YGL073W_damp	1.040520	0.007683
YGL074C_damp	0.994249	0.010436
YGL075C_damp	0.961241	0.007453
YGL091C_damp	0.976100	0.010666
YGL092W_damp	0.986919	0.007975
YGL093W_damp	0.952291	0.010387
YGL097W_damp	0.972653	0.011864
YGL098W_damp	0.989498	0.008960
YGL099W_damp	0.958021	0.009689
YGL102C_damp	0.590354	0.011292
YGL103W_damp	0.536300	0.022348
YGL107C_damp	1.013241	0.013938
YGL111W_damp	0.963709	0.012824
YGL112C_damp	0.893555	0.011830
YGL113W_damp	1.017932	0.008478
YGL116W_damp	1.028643	0.006347
YGL120C_damp	1.002992	0.008251
YGL122C_damp	0.968127	0.011586
YGL123W_damp	0.563697	0.014841
YGL128C_damp	0.957036	0.008551
YGL129C_damp	1.003378	0.008396
YGL135W_damp	0.504637	0.012156
YGL137W_damp	0.921502	0.007457
YGL142C_damp	1.012855	0.009586
YGL143C_damp	0.951793	0.011648
YGL145W_damp	0.965952	0.010632
YGL150C_damp	0.983206	0.009976
YGL155W_damp	0.984616	0.007873
YGL169W_damp	1.038519	0.008439
YGL171W_damp	0.983336	0.008861
YGL172W_damp	0.924834	0.007667
YGL200C_damp	0.998015	0.003844
YGL201C_damp	1.027510	0.015192
YGL206C_damp	1.000228	0.008719
YGL207W_damp	0.971920	0.008166
YGL218W_damp	1.059811	0.011575
YGL220W_damp	0.940707	0.006557
YGL223C_damp	NaN	NaN
YGL225W_damp	0.935045	0.007084
YGL233W_damp	0.999938	0.011703
YGL238W_damp	0.967292	0.006144
YGL239C_damp	NaN	NaN
YGL240W_damp	NaN	NaN
YGL245W_damp	1.028935	0.009472
YGL246C_damp	0.998583	0.009777
YGL247W_damp	0.615839	0.013364
YGR002C_damp	0.998277	0.007996
YGR005C_damp	0.930002	0.018185
YGR013W_damp	1.008128	0.004928
YGR020C_damp	0.501599	0.018422
YGR024C_damp	0.828380	0.011336
YGR029W_damp	0.997590	0.012465
YGR030C_damp	0.878132	0.009799
YGR036C_damp	0.986335	0.010948
YGR046W_damp	1.028346	0.007519
YGR047C_damp	0.999202	0.006816
YGR057C_damp	0.855779	0.006850
YGR060W_damp	0.889368	0.010201
YGR062C_damp	0.955731	0.007628
YGR063C_damp	0.631676	0.008721
YGR064W_damp	1.012442	0.007860
YGR065C_damp	1.019167	0.006708
YGR073C_damp	1.015316	0.007571
YGR075C_damp	0.938671	0.011935
YGR076C_damp	0.509266	0.030599
YGR082W_damp	0.860736	0.009774
YGR083C_damp	0.972232	0.008744
YGR090W_damp	1.034271	0.010080
YGR091W_damp	1.006073	0.010096
YGR092W_damp	1.007995	0.005334
YGR094W_damp	1.009073	0.006372
YGR095C_damp	0.822446	0.011249
YGR098C_damp	NaN	NaN
YGR099W_damp	0.970902	0.014830
YGR102C_damp	0.995693	0.006868
YGR103W_damp	0.874046	0.012888
YGR104C_damp	0.925737	0.007827
YGR112W_damp	1.010575	0.006138
YGR113W_damp	0.973079	0.012375
YGR114C_damp	0.989859	0.005940
YGR115C_damp	0.634227	0.015544
YGR116W_damp	0.976290	0.008251
YGR119C_damp	0.853450	0.008051
YGR120C_damp	0.967876	0.005242
YGR128C_damp	0.944930	0.008427
YGR145W_damp	0.987249	0.009825
YGR147C_damp	0.964994	0.008644
YGR150C_damp	0.979265	0.010526
YGR155W_damp	0.506815	0.024530
YGR156W_damp	0.985163	0.004676
YGR158C_damp	0.744843	0.021471
YGR159C_damp	0.986611	0.005699
YGR165W_damp	1.001008	0.011075
YGR167W_damp	0.800304	0.007121
YGR171C_damp	0.978465	0.007802
YGR175C_damp	1.050318	0.009228
YGR179C_damp	1.060022	0.014364
YGR180C_damp	1.044839	0.009035
YGR186W_damp	1.017190	0.007572
YGR190C_damp	0.968021	0.005726
YGR195W_damp	0.961280	0.010886
YGR198W_damp	0.581925	0.013620
YGR204W_damp	0.955903	0.011062
YGR215W_damp	0.482832	0.030238
YGR216C_damp	1.022462	0.005475
YGR218W_damp	0.941394	0.016029
YGR220C_damp	0.927200	0.015707
YGR222W_damp	0.986494	0.008355
YGR240C_damp	0.953651	0.011582
YGR246C_damp	NaN	NaN
YGR251W_damp	1.018946	0.020683
YGR253C_damp	0.595174	0.015318
YGR258C_damp	0.966853	0.010867
YGR262C_damp	0.659643	0.011967
YGR264C_damp	0.998256	0.005337
YGR265W_damp	1.012817	0.009210
YGR267C_damp	0.950170	0.007775
YGR274C_damp	0.974840	0.011622
YGR277C_damp	0.972686	0.010159
YGR278W_damp	1.008339	0.008575
YGR280C_damp	0.969532	0.014241
YGR285C_damp	1.016159	0.009447
YHL011C_damp	0.876129	0.005418
YHL015W_damp	0.861344	0.013315
YHL025W_damp	0.915489	0.008151
YHL038C_damp	0.996544	0.006023
YHR005C_damp	0.925561	0.012982
YHR007C_damp	0.965011	0.010511
YHR010W_damp	0.374743	0.009905
YHR011W_damp	0.989767	0.007508
YHR013C_damp	0.973929	0.008900
YHR019C_damp	0.760415	0.018771
YHR020W_damp	1.043755	0.012222
YHR024C_damp	0.997827	0.009295
YHR026W_damp	0.640523	0.010917
YHR036W_damp	1.079776	0.013835
YHR038W_damp	0.932049	0.005354
YHR039C-A_damp	0.799253	0.011096
YHR040W_damp	1.032909	0.016545
YHR042W_damp	0.966345	0.006982
YHR058C_damp	1.044229	0.009650
YHR060W_damp	0.990567	0.007140
YHR062C_damp	0.787428	0.005906
YHR064C_damp	0.939830	0.009474
YHR065C_damp	1.009129	0.008829
YHR068W_damp	1.013025	0.013058
YHR069C_damp	0.953790	0.009489
YHR070W_damp	1.014219	0.011128
YHR074W_damp	0.868394	0.010721
YHR083W_damp	1.024329	0.013457
YHR085W_damp	0.980781	0.010883
YHR088W_damp	1.041810	0.017658
YHR107C_damp	0.912317	0.013324
YHR118C_damp	1.030544	0.010388
YHR120W_damp	0.991841	0.008782
YHR122W_damp	0.995815	0.012022
YHR143W-A_damp	0.812018	0.011118
YHR143W_damp	NaN	NaN
YHR147C_damp	0.687598	0.012379
YHR148W_damp	0.547735	0.011647
YHR166C_damp	1.013015	0.007407
YHR170W_damp	0.918938	0.015850
YHR172W_damp	0.951721	0.012538
YHR183W_damp	0.929264	0.007876
YHR186C_damp	1.039126	0.010776
YHR188C_damp	0.811902	0.006389
YHR190W_damp	0.972030	0.003664
YHR196W_damp	NaN	NaN
YIL003W_damp	NaN	NaN
YIL009W_damp	0.969666	0.008249
YIL019W_damp	0.989200	0.011501
YIL021W_damp	0.933466	0.015210
YIL022W_damp	0.925838	0.008785
YIL026C_damp	1.036107	0.008437
YIL031W_damp	0.997335	0.010782
YIL046W_damp	1.000587	0.014008
YIL048W_damp	0.962230	0.008821
YIL051C_damp	0.941092	0.009392
YIL061C_damp	0.969333	0.007338
YIL062C_damp	NaN	NaN
YIL063C_damp	0.998057	0.007770
YIL068C_damp	1.007135	0.013954
YIL076W_damp	0.919762	0.005234
YIL078W_damp	0.949508	0.012728
YIL083C_damp	0.971487	0.008696
YIL090W_damp	0.991203	0.007566
YIL091C_damp	1.000546	0.012432
YIL104C_damp	1.001193	0.013268
YIL106W_damp	NaN	NaN
YIL109C_damp	0.944410	0.009776
YIL115C_damp	1.036365	0.010247
YIL118W_damp	0.896661	0.010648
YIL121W_damp	NaN	NaN
YIL126W_damp	1.026807	0.005958
YIL128W_damp	NaN	NaN
YIL142W_damp	0.881557	0.014178
YIL143C_damp	1.000304	0.011093
YIL144W_damp	1.042430	0.007899
YIL147C_damp	0.980211	0.007554
YIL150C_damp	NaN	NaN
YIL171W_damp	1.000526	0.007367
YIR006C_damp	NaN	NaN
YIR008C_damp	0.787661	0.014251
YIR010W_damp	NaN	NaN
YIR011C_damp	1.051620	0.011671
YIR012W_damp	NaN	NaN
YIR015W_damp	0.968258	0.005237
YIR021W_damp	0.661661	0.023657
YIR022W_damp	0.848041	0.010178
YIR026C_damp	1.012390	0.015206
YJL001W_damp	0.804862	0.008534
YJL002C_damp	0.847775	0.010088
YJL003W_damp	0.258104	0.033396
YJL005W_damp	NaN	NaN
YJL006C_damp	0.975079	0.008414
YJL008C_damp	0.752122	0.020197
YJL010C_damp	1.025859	0.010463
YJL011C_damp	0.786974	0.005193
YJL014W_damp	0.907717	0.015774
YJL015C_damp	0.962471	0.005808
YJL018W_damp	1.029034	0.013075
YJL025W_damp	0.994314	0.007202
YJL026W_damp	0.973455	0.007878
YJL033W_damp	0.949462	0.010050
YJL034W_damp	0.985362	0.008425
YJL035C_damp	0.997789	0.008691
YJL039C_damp	0.977974	0.015563
YJL050W_damp	0.976051	0.007033
YJL052W_damp	0.980333	0.011757
YJL054W_damp	0.845877	0.010367
YJL056C_damp	0.946513	0.015986
YJL061W_damp	1.013679	0.007685
YJL063C_damp	0.716095	0.018213
YJL069C_damp	0.948481	0.007822
YJL072C_damp	0.961006	0.007311
YJL074C_damp	0.974064	0.011030
YJL076W_damp	0.927886	0.023781
YJL081C_damp	0.660524	0.016777
YJL085W_damp	0.964383	0.008303
YJL087C_damp	1.021008	0.004762
YJL090C_damp	NaN	NaN
YJL091C_damp	0.997619	0.009257
YJL096W_damp	0.886416	0.012800
YJL097W_damp	1.016262	0.010562
YJL101C_damp	1.005262	0.008238
YJL104W_damp	0.749029	0.017370
YJL109C_damp	0.964542	0.014034
YJL111W_damp	0.752419	0.012468
YJL125C_damp	0.966573	0.009887
YJL129C_damp	0.943156	0.009569
YJL140W_damp	0.736187	0.011326
YJL143W_damp	0.539649	0.045103
YJL156C_damp	0.692888	0.034639
YJL166W_damp	0.711306	0.019662
YJL167W_damp	0.934140	0.004309
YJL174W_damp	1.002711	0.008894
YJL179W_damp	0.764010	0.010728
YJL180C_damp	0.929302	0.009486
YJL189W_damp	0.426010	0.012061
YJL200C_damp	1.023757	0.016609
YJL203W_damp	1.008929	0.007087
YJL204C_damp	1.002064	0.009799
YJL209W_damp	0.933357	0.013338
YJR002W_damp	0.853188	0.006256
YJR004C_damp	1.040130	0.011645
YJR006W_damp	0.962711	0.007146
YJR007W_damp	0.809343	0.014186
YJR012C_damp	0.944594	0.015430
YJR013W_damp	NaN	NaN
YJR016C_damp	0.994982	0.008343
YJR017C_damp	0.975765	0.012525
YJR022W_damp	0.563108	0.015956
YJR055W_damp	1.003984	0.004473
YJR056C_damp	1.082743	0.013343
YJR057W_damp	1.034485	0.016040
YJR067C_damp	1.005189	0.010680
YJR068W_damp	0.971561	0.012558
YJR072C_damp	1.050743	0.004909
YJR076C_damp	1.004850	0.014629
YJR090C_damp	0.998952	0.007595
YJR093C_damp	0.960569	0.010415
YJR102C_damp	0.867365	0.006149
YJR104C_damp	0.708605	0.011506
YJR105W_damp	1.054114	0.011679
YJR112W_damp	1.002348	0.011419
YJR122W_damp	0.936963	0.010781
YJR141W_damp	0.982214	0.006815
YJR144W_damp	0.974644	0.007805
YKL002W_damp	0.892402	0.007625
YKL004W_damp	0.953781	0.011580
YKL011C_damp	1.019532	0.011002
YKL012W_damp	0.997197	0.005886
YKL014C_damp	1.003286	0.011697
YKL016C_damp	0.907240	0.008925
YKL018W_damp	1.016152	0.013958
YKL021C_damp	NaN	NaN
YKL022C_damp	0.970227	0.007058
YKL024C_damp	0.614001	0.017724
YKL028W_damp	1.044816	0.015352
YKL033W_damp	1.014093	0.005287
YKL035W_damp	0.927340	0.012809
YKL036C_damp	1.003417	0.010027
YKL045W_damp	0.968396	0.008118
YKL049C_damp	1.075626	0.009534
YKL052C_damp	0.968108	0.008331
YKL054C_damp	0.902087	0.006182
YKL058W_damp	0.869519	0.010529
YKL059C_damp	NaN	NaN
YKL060C_damp	0.975258	0.011393
YKL078W_damp	NaN	NaN
YKL082C_damp	0.982998	0.008658
YKL089W_damp	1.040803	0.011796
YKL095W_damp	NaN	NaN
YKL099C_damp	0.744661	0.013327
YKL104C_damp	0.998216	0.005143
YKL111C_damp	0.650614	0.012061
YKL112W_damp	0.963173	0.011675
YKL118W_damp	0.997213	0.007866
YKL119C_damp	0.898235	0.008378
YKL125W_damp	0.965679	0.009435
YKL126W_damp	0.977951	0.004988
YKL134C_damp	0.940325	0.010776
YKL138C_damp	0.675160	0.041165
YKL141W_damp	0.951851	0.010857
YKL143W_damp	0.988585	0.005750
YKL144C_damp	0.512707	0.022383
YKL152C_damp	0.949912	0.008998
YKL154W_damp	0.963868	0.015965
YKL155C_damp	1.021174	0.009712
YKL162C-A_damp	1.021281	0.010978
YKL165C_damp	1.003763	0.011419
YKL169C_damp	0.496097	0.027624
YKL170W_damp	0.646421	0.033800
YKL172W_damp	NaN	NaN
YKL173W_damp	1.013621	0.015062
YKL180W_damp	0.561788	0.025847
YKL182W_damp	0.981499	0.011976
YKL184W_damp	0.851150	0.010540
YKL186C_damp	0.896287	0.017487
YKL189W_damp	0.995793	0.014152
YKL192C_damp	0.294592	0.038685
YKL193C_damp	1.015220	0.006637
YKL194C_damp	0.994298	0.008280
YKL195W_damp	0.968914	0.011764
YKL196C_damp	0.972916	0.006654
YKL203C_damp	1.067489	0.013548
YKL210W_damp	1.005609	0.014027
YKR002W_damp	0.997095	0.011867
YKR004C_damp	1.050691	0.012305
YKR006C_damp	0.615856	0.017832
YKR022C_damp	0.972821	0.018001
YKR038C_damp	0.937985	0.012446
YKR062W_damp	0.981831	0.006902
YKR063C_damp	0.950369	0.010253
YKR071C_damp	1.038563	0.007329
YKR073C_damp	0.972755	0.009644
YKR075C_damp	1.062793	0.009389
YKR079C_damp	1.034300	0.015139
YKR081C_damp	0.949103	0.008946
YKR085C_damp	0.650543	0.024274
YKR086W_damp	1.007851	0.006670
YLL003W_damp	NaN	NaN
YLL004W_damp	0.978252	0.008829
YLL008W_damp	0.795202	0.013759
YLL011W_damp	1.048631	0.017805
YLL018C-A_damp	0.930371	0.005227
YLL018C_damp	0.936748	0.007822
YLL030C_damp	1.012212	0.008887
YLL031C_damp	1.055736	0.016889
YLL033W_damp	0.997490	0.004373
YLL037W_damp	NaN	NaN
YLR002C_damp	0.935524	0.009006
YLR005W_damp	0.889632	0.008478
YLR007W_damp	0.946454	0.008334
YLR009W_damp	0.754046	0.018276
YLR010C_damp	0.598727	0.017973
YLR022C_damp	0.950911	0.017408
YLR025W_damp	0.700694	0.014893
YLR026C_damp	0.963477	0.007523
YLR027C_damp	1.039389	0.014631
YLR033W_damp	NaN	NaN
YLR039C_damp	NaN	NaN
YLR045C_damp	0.997349	0.009654
YLR048W_damp	0.625363	0.019591
YLR051C_damp	0.922293	0.009248
YLR052W_damp	0.964815	0.012204
YLR060W_damp	0.758383	0.008428
YLR066W_damp	0.691650	0.008590
YLR067C_damp	0.991714	0.004694
YLR068W_damp	NaN	NaN
YLR069C_damp	0.990649	0.009319
YLR071C_damp	0.966276	0.014753
YLR074C_damp	0.897937	0.010420
YLR075W_damp	0.527527	0.035287
YLR076C_damp	0.551110	0.019534
YLR078C_damp	0.684109	0.009557
YLR079W_damp	0.694184	0.019594
YLR086W_damp	0.988967	0.011505
YLR088W_damp	0.552404	0.023074
YLR101C_damp	0.541211	0.030233
YLR103C_damp	1.025719	0.005812
YLR105C_damp	1.002098	0.009482
YLR106C_damp	0.998824	0.010524
YLR115W_damp	0.987266	0.012207
YLR116W_damp	0.936682	0.005981
YLR117C_damp	0.981391	0.013632
YLR127C_damp	1.001929	0.004316
YLR129W_damp	0.952294	0.012126
YLR132C_damp	0.995402	0.009031
YLR141W_damp	1.021244	0.006904
YLR145W_damp	0.995422	0.012584
YLR148W_damp	0.985397	0.003756
YLR153C_damp	0.977236	0.015245
YLR163C_damp	1.114834	0.015254
YLR166C_damp	0.983350	0.004165
YLR167W_damp	0.611105	0.023568
YLR186W_damp	0.732103	0.018300
YLR192C_damp	0.953346	0.011345
YLR195C_damp	0.979045	0.010400
YLR197W_damp	0.784974	0.012145
YLR198C_damp	0.360311	0.022782
YLR201C_damp	0.897612	0.014424
YLR202C_damp	0.773756	0.015186
YLR203C_damp	0.593424	0.013859
YLR204W_damp	0.704607	0.033874
YLR212C_damp	0.918257	0.013173
YLR215C_damp	0.942938	0.007140
YLR222C_damp	1.004505	0.006046
YLR223C_damp	0.983240	0.007537
YLR226W_damp	1.004963	0.008469
YLR229C_damp	NaN	NaN
YLR240W_damp	0.977243	0.008254
YLR249W_damp	1.004740	0.012136
YLR259C_damp	0.992243	0.008574
YLR260W_damp	NaN	NaN
YLR261C_damp	0.959482	0.004689
YLR262C_damp	0.985663	0.008610
YLR270W_damp	0.966583	0.009102
YLR272C_damp	0.999267	0.009501
YLR274W_damp	0.986174	0.010052
YLR275W_damp	NaN	NaN
YLR276C_damp	0.966051	0.004179
YLR277C_damp	0.984914	0.008989
YLR288C_damp	0.990480	0.011853
YLR291C_damp	0.939372	0.004352
YLR295C_damp	0.910086	0.010348
YLR298C_damp	0.920761	0.008644
YLR305C_damp	1.038999	0.008344
YLR310C_damp	0.960102	0.009752
YLR312W-A_damp	0.602773	0.037778
YLR314C_damp	0.921885	0.011327
YLR316C_damp	1.075876	0.006747
YLR317W_damp	0.579556	0.013171
YLR321C_damp	0.739363	0.015640
YLR322W_damp	0.931648	0.009061
YLR331C_damp	0.957118	0.007515
YLR336C_damp	1.058282	0.012855
YLR337C_damp	0.996239	0.006829
YLR338W_damp	1.009166	0.008757
YLR339C_damp	0.701844	0.027760
YLR347C_damp	NaN	NaN
YLR357W_damp	0.971563	0.007633
YLR358C_damp	0.454095	0.012721
YLR359W_damp	1.011756	0.006857
YLR369W_damp	0.955984	0.010019
YLR378C_damp	0.871391	0.010756
YLR379W_damp	1.031557	0.013170
YLR382C_damp	1.005573	0.008127
YLR396C_damp	1.060761	0.013254
YLR397C_damp	1.038589	0.012552
YLR399C_damp	0.977941	0.005033
YLR403W_damp	0.933663	0.005141
YLR409C_damp	0.998311	0.014037
YLR417W_damp	0.996926	0.008651
YLR424W_damp	1.028192	0.010623
YLR430W_damp	1.024245	0.009759
YLR438C-A_damp	0.822413	0.012143
YLR439W_damp	0.944763	0.012234
YLR440C_damp	1.104419	0.012414
YLR447C_damp	0.870449	0.007767
YLR458W_damp	1.034371	0.009376
YLR459W_damp	NaN	NaN
YML009W-B_damp	0.974197	0.009761
YML010W_damp	0.951798	0.008824
YML012C-A_damp	0.378024	0.022129
YML014W_damp	0.954108	0.007936
YML015C_damp	0.917849	0.009079
YML023C_damp	0.925486	0.015678
YML024W_damp	0.547249	0.013462
YML025C_damp	0.978665	0.010307
YML043C_damp	0.995719	0.003823
YML046W_damp	0.974456	0.004401
YML069W_damp	0.995483	0.005227
YML077W_damp	0.735584	0.017859
YML085C_damp	0.625420	0.018675
YML086C_damp	0.969307	0.006996
YML092C_damp	0.555585	0.016668
YML093W_damp	0.980433	0.009012
YML094C-A_damp	1.032477	0.005157
YML098W_damp	0.416791	0.037006
YML114C_damp	1.022723	0.005279
YML125C_damp	0.788077	0.015131
YML126C_damp	0.943423	0.009373
YML127W_damp	0.917302	0.015384
YML130C_damp	0.972093	0.006230
YMR001C_damp	1.057425	0.013312
YMR005W_damp	0.938984	0.008768
YMR013C_damp	1.088776	0.012126
YMR024W_damp	0.959065	0.008916
YMR028W_damp	0.995686	0.006472
YMR032W_damp	0.977110	0.008056
YMR043W_damp	0.934849	0.023460
YMR049C_damp	0.963199	0.008834
YMR059W_damp	1.000770	0.010109
YMR062C_damp	0.794755	0.007598
YMR069W_damp	1.001726	0.005557
YMR071C_damp	0.994665	0.009412
YMR072W_damp	0.762016	0.011818
YMR076C_damp	1.000728	0.009215
YMR077C_damp	0.998699	0.007208
YMR079W_damp	0.988473	0.006639
YMR081C_damp	0.951192	0.009467
YMR082C_damp	1.015832	0.007938
YMR083W_damp	0.977133	0.007804
YMR084W_damp	0.954330	0.020587
YMR089C_damp	NaN	NaN
YMR090W_damp	1.006749	0.011080
YMR091C_damp	0.697958	0.013094
YMR093W_damp	0.960942	0.008322
YMR094W_damp	0.974405	0.008177
YMR112C_damp	0.451247	0.008848
YMR117C_damp	1.000053	0.007858
YMR125W_damp	0.989915	0.006003
YMR128W_damp	0.985018	0.014564
YMR131C_damp	0.795285	0.007869
YMR134W_damp	1.000798	0.013652
YMR142C_damp	0.549641	0.012837
YMR146C_damp	NaN	NaN
YMR149W_damp	NaN	NaN
YMR150C_damp	0.989036	0.008755
YMR151W_damp	0.990434	0.010303
YMR158W_damp	0.548375	0.033990
YMR168C_damp	0.969527	0.008676
YMR184W_damp	1.031579	0.010144
YMR185W_damp	1.000579	0.003988
YMR193W_damp	0.950599	0.006496
YMR197C_damp	0.940523	0.008048
YMR200W_damp	0.952513	0.008175
YMR208W_damp	1.037123	0.011539
YMR211W_damp	1.047406	0.015420
YMR213W_damp	1.028767	0.009027
YMR218C_damp	1.042982	0.009888
YMR220W_damp	0.917986	0.009665
YMR227C_damp	0.981266	0.013689
YMR228W_damp	0.514654	0.015784
YMR231W_damp	0.971846	0.007811
YMR239C_damp	0.836184	0.012394
YMR240C_damp	0.961217	0.015816
YMR242C_damp	0.775640	0.014759
YMR257C_damp	1.001492	0.005474
YMR267W_damp	0.992647	0.009039
YMR270C_damp	1.024581	0.007655
YMR277W_damp	0.981728	0.008758
YMR286W_damp	0.524345	0.038413
YMR287C_damp	0.871883	0.014655
YMR288W_damp	1.055207	0.013249
YMR293C_damp	1.025747	0.014614
YMR296C_damp	1.010529	0.008135
YMR298W_damp	0.871817	0.008223
YMR308C_damp	1.019260	0.014276
YMR309C_damp	0.707662	0.027422
YMR314W_damp	0.523456	0.023628
YNL002C_damp	0.826308	0.006607
YNL005C_damp	1.004955	0.013922
YNL006W_damp	1.098488	0.008632
YNL007C_damp	0.969476	0.008184
YNL025C_damp	0.956629	0.008387
YNL026W_damp	0.963950	0.009877
YNL039W_damp	1.035398	0.007534
YNL061W_damp	0.848828	0.006323
YNL062C_damp	NaN	NaN
YNL064C_damp	1.054939	0.016507
YNL073W_damp	NaN	NaN
YNL075W_damp	0.829717	0.014514
YNL084C_damp	1.014617	0.009336
YNL088W_damp	1.015165	0.007879
YNL102W_damp	NaN	NaN
YNL103W_damp	1.015760	0.010072
YNL110C_damp	0.848039	0.006937
YNL112W_damp	0.998413	0.008227
YNL113W_damp	0.789724	0.007415
