ORF	SMF	SDV
YJR054W	0.840597	0.114083
YJR055W	NaN	NaN
YJR056C	0.995223	0.014611
YJR058C	0.991758	0.007667
YJR059W	0.885870	0.020408
YJR060W	0.970981	0.012281
YJR061W	1.013495	0.006695
YJR062C	0.991914	0.009045
YJR063W	NaN	NaN
YJR066W	0.996394	0.009388
YJR069C	0.979691	0.008788
YJR070C	0.925975	0.013704
YJR073C	0.733887	0.020773
YJR074W	0.863442	0.012294
YJR075W	0.992418	0.013203
YJR077C	1.017584	0.011497
YJR078W	1.003567	0.006018
YJR079W	0.986015	0.007198
YJR080C	1.011431	0.007214
YJR082C	0.937796	0.007775
YJR083C	0.997820	0.007208
YJR084W	0.808525	0.058805
YJR085C	0.999249	0.010190
YJR086W	NaN	NaN
YJR087W	0.888599	0.025036
YJR088C	0.991968	0.008046
YJR090C	0.204287	0.087303
YJR091C	1.010474	0.008782
YJR092W	1.002261	0.011242
YJR094C	1.032475	0.022860
YJR094W-A	0.939466	0.008904
YJR095W	1.004466	0.006515
YJR096W	1.012400	0.005923
YJR097W	0.999218	0.009644
YJR098C	1.047288	0.011339
YJR099W	1.048131	0.015020
YJR100C	1.053560	0.015351
YJR101W	NaN	NaN
YJR102C	0.294554	0.033352
YJR103W	1.001116	0.007263
YJR104C	0.075982	0.013166
YJR105W	0.466670	0.019572
YJR106W	1.025565	0.008372
YJR107W	1.006023	0.007334
YJR108W	0.990049	0.007734
YJR109C	NaN	NaN
YJR110W	1.042240	0.005214
YJR111C	1.064011	0.008939
YJR112W-A	0.994867	0.005396
YJR113C	0.592651	0.052305
YJR114W	NaN	NaN
YJR115W	1.030045	0.006553
YJR116W	1.045883	0.006869
YJR117W	1.011408	0.012047
YJR118C	0.593066	0.015699
YJR119C	1.016626	0.019132
YJR120W	0.940694	0.014019
YJR121W	0.550747	0.026505
YJR122W	1.021267	0.015769
YJR124C	1.016707	0.013534
YJR125C	0.987568	0.008004
YJR126C	0.955155	0.007839
YJR127C	1.020819	0.008128
YJR128W	0.999989	0.010680
YJR129C	1.030842	0.005823
YJR130C	1.016332	0.010743
YJR131W	0.990611	0.009254
YJR132W	0.572226	0.025639
YJR133W	1.007107	0.011301
YJR134C	0.983766	0.009587
YJR135C	1.064864	0.007964
YJR135W-A	1.004623	0.008917
YJR137C	0.991924	0.007873
YJR138W	0.887475	0.014863
YJR139C	0.732256	0.012112
YJR140C	1.015113	0.007386
YJR142W	1.021771	0.005113
YJR143C	1.006155	0.009093
YJR144W	0.513315	0.045398
YJR145C	0.636036	0.021763
YJR146W	0.996953	0.009637
YJR147W	1.069030	0.014705
YJR148W	NaN	NaN
YJR149W	1.001191	0.008368
YJR150C	1.010198	0.009442
YJR151C	0.979903	0.008004
YJR151W-A	1.024320	0.005969
YJR152W	1.039877	0.005149
YJR153W	1.050255	0.006079
YJR154W	1.023895	0.005835
YJR155W	1.114389	0.008379
YJR156C	NaN	NaN
YJR158W	1.036811	0.008570
YJR159W	1.048803	0.007954
YJR160C	0.980437	0.007616
YJR161C	NaN	NaN
YKL001C	1.035763	0.005806
YKL002W	0.547322	0.033794
YKL003C	0.477491	0.085754
YKL005C	1.006417	0.008479
YKL006W	0.602804	0.040956
YKL007W	1.001787	0.008213
YKL008C	1.037969	0.005834
YKL009W	0.699993	0.036159
YKL010C	0.991175	0.006349
YKL011C	0.851476	0.013286
YKL015W	1.028629	0.004630
YKL016C	0.541982	0.030820
YKL017C	1.038567	0.006540
YKL018C-A	1.129498	0.010979
YKL020C	1.034902	0.006413
YKL023W	0.961755	0.013393
YKL025C	1.064595	0.008477
YKL026C	1.046144	0.006958
YKL027W	0.994205	0.008664
YKL029C	1.012253	0.007247
YKL030W	1.067467	0.012085
YKL031W	1.028240	0.010053
YKL032C	0.753672	0.018876
YKL033W-A	1.042809	0.007359
YKL034W	1.022610	0.009210
YKL037W	0.681986	0.018255
YKL038W	0.995659	0.004898
YKL039W	1.010646	0.007341
YKL040C	0.954824	0.008963
YKL041W	0.643162	0.039394
YKL043W	0.994901	0.006906
YKL044W	1.034322	0.018539
YKL046C	1.006340	0.006379
YKL047W	1.051394	0.007596
YKL048C	0.865507	0.016528
YKL050C	1.037981	0.007803
YKL051W	0.998725	0.006499
YKL053C-A	0.878545	0.025391
YKL053W	NaN	NaN
YKL055C	0.761784	0.015853
YKL056C	0.883057	0.009749
YKL057C	0.855497	0.006112
YKL061W	1.057047	0.008339
YKL062W	1.057759	0.014282
YKL063C	1.015707	0.005893
YKL064W	1.018836	0.013114
YKL065C	0.991822	0.007977
YKL066W	0.998921	0.009740
YKL067W	1.001733	0.005641
YKL068W	0.979587	0.013978
YKL068W-A	1.006369	0.012450
YKL069W	0.775065	0.040238
YKL070W	1.012096	0.005737
YKL071W	1.062812	0.006202
YKL072W	1.039271	0.006821
YKL073W	1.007694	0.008215
YKL074C	0.917156	0.008135
YKL075C	0.911237	0.007737
YKL076C	0.928890	0.011792
YKL077W	1.035713	0.007869
YKL079W	1.053163	0.007153
YKL080W	0.384938	0.019986
YKL081W	0.780282	0.028342
YKL084W	1.053167	0.006786
YKL085W	1.020589	0.007173
YKL086W	1.030830	0.006273
YKL087C	0.927842	0.010888
YKL090W	0.997306	0.013920
YKL091C	1.033960	0.006061
YKL092C	1.020800	0.011337
YKL093W	0.993336	0.011559
YKL094W	1.041285	0.008724
YKL096C-B	1.056163	0.007709
YKL096W	1.041375	0.010512
YKL096W-A	1.054017	0.015131
YKL097C	1.050767	0.009988
YKL098W	1.016726	0.007838
YKL100C	1.035010	0.005859
YKL101W	1.026503	0.011388
YKL102C	1.003713	0.012333
YKL103C	1.047941	0.006074
YKL105C	1.035322	0.006051
YKL106C-A	0.996612	0.010141
YKL106W	0.945550	0.008149
YKL107W	1.015205	0.006787
YKL109W	0.862614	0.024610
YKL110C	0.836142	0.013510
YKL113C	0.810777	0.013281
YKL114C	1.054118	0.010228
YKL115C	1.000965	0.010360
YKL116C	1.015150	0.006765
YKL117W	1.028233	0.008577
YKL119C	0.389060	0.019660
YKL120W	1.039428	0.006458
YKL121W	1.005677	0.011368
YKL123W	1.002054	0.011880
YKL124W	1.007507	0.015789
YKL126W	NaN	NaN
YKL127W	0.987657	0.008663
YKL128C	1.006890	0.005203
YKL129C	1.069199	0.010990
YKL130C	1.018978	0.011158
YKL131W	1.019692	0.007800
YKL132C	1.040738	0.008261
YKL133C	0.980875	0.005754
YKL134C	0.634470	0.058183
YKL135C	0.916961	0.009474
YKL136W	0.978271	0.011785
YKL137W	0.933210	0.011948
YKL138C	0.513097	0.050382
YKL139W	0.648427	0.045633
YKL140W	1.061219	0.006968
YKL142W	1.024546	0.006580
YKL146W	1.057410	0.007400
YKL147C	1.030602	0.009619
YKL148C	0.966732	0.008852
YKL149C	0.934967	0.006666
YKL150W	1.026979	0.006037
YKL151C	1.048866	0.010345
YKL155C	0.470596	0.041153
YKL156W	0.961206	0.010027
YKL157W	0.999354	0.013332
YKL158W	1.013529	0.017379
YKL159C	1.035908	0.005890
YKL160W	0.957056	0.014437
YKL161C	1.070906	0.008225
YKL162C	1.003431	0.007034
YKL163W	1.007656	0.006412
YKL164C	1.001563	0.007961
YKL166C	0.978989	0.012285
YKL167C	0.922609	0.013928
YKL168C	1.047421	0.007499
YKL170W	0.567188	0.041307
YKL171W	0.970944	0.011816
YKL174C	1.012207	0.006645
YKL175W	0.984411	0.009963
YKL176C	0.852222	0.012063
YKL177W	0.998058	0.009807
YKL178C	1.044797	0.016220
YKL179C	0.844724	0.025846
YKL181W	0.379861	0.024756
YKL183C-A	1.004973	0.007379
YKL183W	1.033455	0.009634
YKL184W	0.560210	0.017088
YKL185W	1.061601	0.007734
YKL187C	1.048045	0.007823
YKL188C	1.015084	0.009599
YKL190W	0.983904	0.009452
YKL191W	0.961284	0.009641
YKL194C	0.494690	0.045722
YKL197C	0.872335	0.013193
YKL198C	1.019602	0.005370
YKL199C	1.060232	0.010145
YKL200C	1.063069	0.010856
YKL201C	1.076385	0.013298
YKL202W	1.022990	0.014145
YKL204W	NaN	NaN
YKL205W	0.988929	0.010367
YKL206C	0.992789	0.013738
YKL207W	1.041590	0.011788
YKL208W	0.764907	0.029753
YKL209C	0.979980	0.009517
YKL211C	0.980757	0.010056
YKL212W	0.540116	0.031665
YKL213C	0.829508	0.014210
YKL214C	1.033264	0.027079
YKL215C	0.990916	0.010216
YKL216W	0.965210	0.007312
YKL217W	1.026844	0.006803
YKL218C	1.050634	0.008012
YKL219W	NaN	NaN
YKL220C	1.009012	0.006767
YKL221W	1.000638	0.008116
YKL222C	1.001253	0.007266
YKL224C	1.044578	0.013919
YKR001C	NaN	NaN
YKR003W	1.021453	0.006741
YKR005C	1.023066	0.008057
YKR006C	0.429861	0.068177
YKR007W	0.759830	0.014711
YKR009C	1.013174	0.008098
YKR010C	1.054352	0.012611
YKR011C	1.058520	0.010940
YKR012C	1.054425	0.013640
YKR013W	1.040084	0.009624
YKR014C	1.022134	0.006735
YKR015C	1.034608	0.006494
YKR016W	0.956437	0.008200
YKR017C	1.029299	0.006601
YKR018C	1.027727	0.005139
YKR019C	0.923229	0.014436
YKR020W	0.739419	0.013319
YKR021W	1.057455	0.007415
YKR023W	0.995879	0.008631
YKR024C	0.963685	0.016170
YKR026C	1.000003	0.009430
YKR027W	0.954152	0.009252
YKR028W	1.012529	0.008983
YKR029C	0.991763	0.010725
YKR030W	1.003637	0.008815
YKR031C	1.028253	0.005358
YKR032W	1.007087	0.008829
YKR033C	0.994572	0.013192
YKR034W	1.062433	0.009605
YKR035C	0.894975	0.023553
YKR035W-A	0.985772	0.010257
YKR036C	1.016480	0.012448
YKR039W	1.057099	0.009538
YKR040C	0.990444	0.013396
YKR041W	1.038523	0.011687
YKR042W	0.887276	0.008972
YKR043C	1.085395	0.010766
YKR044W	1.015257	0.004891
YKR045C	1.014060	0.007328
YKR046C	1.076915	0.009000
YKR047W	1.051776	0.010774
YKR048C	1.079365	0.010622
YKR049C	1.017311	0.009625
YKR050W	1.024807	0.019795
YKR051W	0.929998	0.008268
YKR052C	1.028368	0.009042
YKR053C	1.022245	0.008308
YKR054C	0.943925	0.015181
YKR055W	1.008743	0.009519
YKR056W	1.009477	0.010351
YKR057W	0.790919	0.025375
YKR058W	1.007728	0.007417
YKR059W	0.903798	0.010077
YKR060W	0.993835	0.008228
YKR061W	1.023560	0.007572
YKR064W	1.010345	0.017155
YKR065C	0.915668	0.010759
YKR066C	1.032110	0.006743
YKR067W	1.041315	0.007349
YKR069W	1.016453	0.005689
YKR070W	1.037157	0.005636
YKR072C	0.918132	0.008587
YKR074W	0.922666	0.012426
YKR075C	1.048311	0.013170
YKR076W	1.031381	0.007692
YKR077W	1.041398	0.009629
YKR078W	1.005217	0.006926
YKR080W	1.019097	0.006676
YKR082W	0.788184	0.021584
YKR084C	0.952896	0.006486
YKR085C	0.465082	0.048441
YKR087C	1.036155	0.007411
YKR088C	1.043426	0.006806
YKR089C	1.005469	0.004772
YKR090W	1.024760	0.007232
YKR091W	1.018720	0.015847
YKR092C	0.847797	0.011244
YKR093W	1.000061	0.012382
YKR094C	0.810636	0.022071
YKR095W	1.053616	0.014092
YKR096W	1.029942	0.007327
YKR097W	0.992944	0.009351
YKR098C	1.013634	0.005650
YKR099W	0.832957	0.010243
YKR100C	1.019751	0.007556
YKR101W	0.892050	0.011179
YKR102W	1.024769	0.007850
YKR103W	1.021705	0.009002
YKR104W	1.001275	0.011977
YKR105C	1.036425	0.008214
YKR106W	1.031246	0.010815
YLL001W	0.981090	0.009363
YLL002W	0.804523	0.014542
YLL005C	0.991958	0.008655
YLL006W	0.817832	0.016622
YLL007C	0.840517	0.009520
YLL009C	NaN	NaN
YLL010C	1.063809	0.008644
YLL012W	0.995648	0.005785
YLL013C	1.044141	0.010311
YLL014W	1.017641	0.007202
YLL015W	1.023176	0.007230
YLL016W	1.050472	0.006484
YLL017W	1.026691	0.010959
YLL018C-A	0.683735	0.054598
YLL019C	1.006987	0.010775
YLL020C	0.964136	0.012461
YLL021W	1.029476	0.008149
YLL022C	0.974740	0.010305
YLL023C	1.002790	0.006888
YLL024C	1.008520	0.008600
YLL025W	1.025020	0.007033
YLL026W	1.041659	0.008147
YLL027W	0.426956	0.047317
YLL028W	1.065923	0.007327
YLL029W	0.938647	0.009562
YLL032C	1.050919	0.007716
YLL033W	0.554449	0.023309
YLL038C	0.946231	0.007437
YLL039C	0.661157	0.058654
YLL040C	0.945511	0.009037
YLL041C	0.966680	0.008134
YLL042C	0.971467	0.008717
YLL043W	0.923636	0.013123
YLL044W	NaN	NaN
YLL045C	0.904794	0.009237
YLL046C	1.021057	0.011033
YLL047W	0.992235	0.019445
YLL048C	0.997607	0.010066
YLL049W	0.874705	0.011239
YLL051C	1.028155	0.005309
YLL052C	1.039447	0.006129
YLL053C	1.042731	0.013228
YLL054C	1.021489	0.006360
YLL055W	1.012837	0.006678
YLL056C	1.008886	0.007407
YLL057C	1.048306	0.007274
YLL058W	1.033070	0.007238
YLL059C	0.964049	0.010867
YLL060C	1.013558	0.007873
YLL061W	1.044732	0.007028
YLL062C	1.058263	0.007808
YLL063C	1.047612	0.005713
YLL064C	1.031511	0.006981
YLL066C	0.975719	0.008539
YLL066W-B	1.014653	0.021491
YLR001C	1.047251	0.008447
YLR003C	1.010462	0.010779
YLR004C	1.000713	0.007886
YLR006C	1.015468	0.005931
YLR011W	1.092226	0.015298
YLR012C	0.959204	0.021408
YLR013W	1.012928	0.006882
YLR014C	0.971162	0.009726
YLR015W	0.822013	0.023861
YLR016C	1.022733	0.008007
YLR017W	1.010671	0.006072
YLR018C	1.012196	0.005020
YLR019W	1.017353	0.008751
YLR020C	1.017956	0.006534
YLR021W	0.944022	0.011968
YLR023C	1.094100	0.006239
YLR024C	0.964253	0.014237
YLR025W	0.229716	0.026168
YLR027C	0.224906	0.026470
YLR028C	1.023671	0.006817
YLR030W	1.004664	0.008383
YLR031W	1.034950	0.004844
YLR032W	0.929871	0.013476
YLR034C	0.960731	0.011719
YLR035C	1.007754	0.006362
YLR036C	1.040161	0.005557
YLR037C	1.057383	0.012398
YLR038C	0.706117	0.037647
YLR039C	0.583185	0.025754
YLR040C	1.010016	0.005787
YLR041W	1.015752	0.012042
YLR042C	1.016348	0.010813
YLR043C	0.996105	0.006665
YLR044C	0.993845	0.006722
YLR046C	1.000914	0.010339
YLR047C	1.034704	0.008786
YLR048W	0.547252	0.016753
YLR049C	1.028032	0.009809
YLR050C	1.038634	0.008089
YLR052W	0.655073	0.010722
YLR053C	1.082358	0.013338
YLR054C	1.048508	0.008025
YLR055C	0.755739	0.010652
YLR056W	0.748198	0.023053
YLR057W	1.014341	0.005736
YLR058C	1.031134	0.009644
YLR059C	1.040530	0.009649
YLR061W	0.477342	0.032571
YLR062C	0.845392	0.022294
YLR063W	1.038064	0.009341
YLR064W	0.984467	0.007962
YLR065C	0.930792	0.019283
YLR067C	0.598327	0.054166
YLR068W	0.448211	0.020292
YLR069C	0.391820	0.032846
YLR070C	1.052826	0.008357
YLR072W	1.011647	0.014119
YLR073C	1.051199	0.007676
YLR074C	NaN	NaN
YLR077W	1.018471	0.007328
YLR079W	0.551755	0.019617
YLR080W	0.983616	0.006671
YLR081W	1.077401	0.011882
YLR082C	1.039265	0.007809
YLR083C	1.051032	0.008878
YLR084C	0.992535	0.007833
YLR085C	0.945518	0.010419
YLR087C	0.885922	0.013358
YLR089C	0.821840	0.017224
YLR090W	1.000726	0.011229
YLR091W	0.549002	0.019981
YLR092W	1.021520	0.007820
YLR093C	1.001556	0.007955
YLR094C	1.067445	0.006041
YLR095C	0.973946	0.009340
YLR096W	1.052468	0.006425
YLR097C	1.068568	0.008244
YLR098C	0.995600	0.006918
YLR099C	0.986316	0.007331
YLR102C	1.027229	0.006404
YLR104W	0.981777	0.006724
YLR107W	1.002992	0.006647
YLR108C	1.059220	0.008987
YLR109W	1.021821	0.009445
YLR110C	0.916326	0.010240
YLR111W	0.931395	0.014183
YLR112W	1.004255	0.011249
YLR113W	0.995950	0.010149
YLR114C	0.885683	0.017417
YLR118C	1.062720	0.014157
YLR119W	0.845338	0.016970
YLR120C	1.015166	0.007282
YLR121C	1.036184	0.006257
YLR122C	1.024987	0.010251
YLR123C	1.022223	0.009248
YLR124W	1.015842	0.008777
YLR125W	1.023981	0.013325
YLR126C	1.050404	0.009386
YLR128W	1.039079	0.013926
YLR130C	1.059299	0.009337
YLR131C	1.085767	0.011575
YLR133W	1.054716	0.010101
YLR134W	1.023081	0.010047
YLR135W	1.035912	0.007402
YLR136C	1.019475	0.006371
YLR137W	1.011045	0.007712
YLR138W	1.026544	0.006589
YLR139C	0.476718	0.033214
YLR142W	1.042283	0.007711
YLR143W	0.956547	0.010218
YLR144C	1.020222	0.006076
YLR146C	1.027645	0.007984
YLR148W	0.245205	0.012852
YLR149C	1.025096	0.009924
YLR150W	0.930357	0.010231
YLR151C	1.023650	0.005827
YLR152C	1.025704	0.007127
YLR154C	0.969005	0.010053
YLR154C-G	0.992311	0.006843
YLR154C-H	0.981515	0.006237
YLR154W-A	0.969135	0.011198
YLR156C-A	1.018446	0.009259
YLR156W	1.094649	0.011655
YLR157C	1.048759	0.009464
YLR158C	1.053705	0.009874
YLR159C-A	NaN	NaN
YLR159W	1.003629	0.012023
YLR160C	1.012876	0.013666
YLR161W	1.010914	0.011048
YLR162W	1.050307	0.007102
YLR162W-A	1.043855	0.008522
YLR164W	1.038183	0.011627
YLR165C	1.045622	0.010557
YLR168C	1.002152	0.013701
YLR169W	1.033545	0.011353
YLR170C	0.993805	0.007180
YLR171W	0.999466	0.011313
YLR172C	1.009764	0.005917
YLR173W	1.021101	0.005930
YLR174W	1.035801	0.006084
YLR176C	1.029651	0.007613
YLR177W	0.997834	0.005896
YLR178C	1.025161	0.006539
YLR179C	1.035359	0.009283
YLR180W	0.976459	0.006391
YLR181C	1.026554	0.009236
YLR182W	0.297483	0.052489
YLR183C	0.986968	0.010263
YLR184W	0.693795	0.031464
YLR185W	0.595645	0.022271
YLR187W	1.052088	0.010122
YLR188W	1.009571	0.005781
YLR189C	1.000082	0.008599
YLR190W	0.830630	0.011928
YLR191W	0.895435	0.010510
YLR192C	0.584393	0.029655
YLR193C	0.800647	0.020034
YLR194C	0.998996	0.005481
YLR199C	1.010160	0.007904
YLR200W	0.832657	0.019430
YLR201C	0.719361	0.039944
YLR203C	0.762914	0.044077
YLR204W	0.752128	0.069819
YLR205C	1.037537	0.005491
YLR206W	1.020485	0.006282
YLR207W	1.081335	0.012620
YLR209C	1.025782	0.009606
YLR210W	1.084382	0.017276
YLR211C	1.003188	0.006511
YLR213C	1.000219	0.007906
YLR214W	1.001347	0.009247
YLR216C	0.998806	0.007095
YLR217W	1.076562	0.013894
YLR218C	0.753933	0.028994
YLR219W	0.987667	0.007761
YLR220W	1.027724	0.007631
YLR221C	0.986790	0.007753
YLR224W	1.039453	0.008563
YLR225C	1.028938	0.008376
YLR226W	0.435259	0.023659
YLR227C	1.032595	0.010414
YLR228C	1.066727	0.007897
YLR231C	1.038604	0.008252
YLR232W	1.011051	0.009841
YLR233C	1.028956	0.006990
YLR234W	NaN	NaN
YLR235C	NaN	NaN
YLR236C	0.981783	0.009009
YLR237W	0.965959	0.008840
YLR238W	1.009309	0.010215
YLR239C	0.769199	0.011306
YLR240W	NaN	NaN
YLR241W	1.010637	0.005494
YLR242C	0.438479	0.028359
YLR244C	0.482067	0.018871
YLR245C	1.014393	0.006930
YLR246W	0.951120	0.011402
YLR247C	1.055161	0.012949
YLR248W	1.028211	0.007060
YLR250W	1.045755	0.007544
YLR251W	1.040131	0.007875
YLR252W	1.031634	0.015240
YLR253W	1.040065	0.007212
YLR254C	1.017139	0.012726
YLR255C	0.979646	0.014456
YLR256W	0.900921	0.032187
YLR257W	1.065400	0.015199
YLR258W	1.040111	0.007266
YLR260W	1.049964	0.015433
YLR261C	0.570506	0.072218
YLR262C	0.588849	0.021443
YLR262C-A	1.019534	0.005623
YLR263W	1.098495	0.012175
YLR264C-A	0.914507	0.008732
YLR264W	0.824198	0.015473
YLR265C	1.002901	0.009884
YLR266C	1.014545	0.007709
YLR267W	1.010420	0.005831
YLR268W	NaN	NaN
YLR269C	0.941756	0.013048
YLR270W	0.910395	0.009480
YLR271W	0.999959	0.009630
YLR273C	1.028463	0.010610
YLR278C	1.023731	0.006549
YLR279W	0.995054	0.011083
YLR280C	0.995160	0.011717
YLR281C	1.018578	0.009905
YLR282C	1.033977	0.017709
YLR283W	1.016520	0.007906
YLR284C	1.011258	0.006314
YLR285C-A	1.013780	0.005356
YLR285W	1.037830	0.009286
YLR286C	1.017198	0.009138
YLR287C	1.033017	0.008254
YLR287C-A	0.806715	0.007371
YLR288C	0.976188	0.011592
YLR289W	1.020984	0.007481
YLR290C	0.915159	0.010639
YLR292C	1.024021	0.011811
YLR293C	NaN	NaN
YLR294C	1.009970	0.012741
YLR295C	0.596964	0.046341
YLR296W	1.062130	0.013563
YLR297W	1.029628	0.009064
YLR299W	1.032166	0.005502
YLR300W	1.027919	0.008270
YLR301W	1.019862	0.014904
YLR303W	1.003440	0.007839
YLR304C	0.350548	0.018090
YLR306W	1.002093	0.007680
YLR307C-A	0.990485	0.016403
YLR307W	1.058500	0.007896
YLR308W	1.010535	0.007232
YLR309C	0.996021	0.012889
YLR311C	1.003675	0.010066
YLR312C	1.036501	0.011255
YLR312C-B	1.018465	0.035084
YLR312W-A	0.606456	0.059334
YLR313C	1.058135	0.013252
YLR315W	0.891658	0.016831
YLR318W	NaN	NaN
YLR319C	0.975628	0.009180
YLR320W	0.627143	0.022059
YLR324W	1.020049	0.008995
YLR325C	0.954993	0.011690
YLR326W	1.026266	0.008391
YLR327C	1.045358	0.010530
YLR328W	1.015230	0.006266
YLR329W	0.999342	0.008162
YLR330W	0.907226	0.010739
YLR332W	0.992374	0.008344
YLR333C	0.986373	0.009019
YLR334C	0.923578	0.015040
YLR335W	1.021241	0.008564
YLR337C	0.379933	0.034979
YLR338W	NaN	NaN
YLR341W	1.015082	0.008970
YLR342W	0.739307	0.012968
YLR342W-A	0.984619	0.009575
YLR343W	1.013426	0.015721
YLR344W	0.894319	0.011014
YLR345W	1.054179	0.005656
YLR346C	1.024876	0.011811
YLR348C	1.059910	0.012458
YLR349W	0.979632	0.010270
YLR350W	0.965552	0.008844
YLR351C	1.041884	0.007333
YLR352W	1.006458	0.007827
YLR353W	1.045947	0.010527
YLR354C	1.029486	0.008485
YLR356W	1.017828	0.005484
YLR357W	0.227826	0.047124
YLR360W	0.885581	0.011133
YLR361C	0.995486	0.009045
YLR361C-A	1.082654	0.010174
YLR362W	NaN	NaN
YLR363C	1.015360	0.009093
YLR363W-A	0.917801	0.008426
YLR364W	1.019224	0.007047
YLR365W	1.020534	0.009339
YLR366W	0.954204	0.007680
YLR367W	0.925773	0.009263
YLR368W	1.029084	0.009636
YLR369W	0.164376	0.027206
YLR370C	0.643208	0.018864
YLR371W	0.932361	0.012550
YLR372W	0.912766	0.023388
YLR373C	0.905151	0.009100
YLR374C	0.933659	0.014405
YLR375W	0.976180	0.008558
YLR376C	1.056226	0.009266
YLR377C	1.001043	0.006291
YLR380W	0.995609	0.006068
YLR381W	1.000747	0.017269
YLR382C	0.477143	0.091817
YLR384C	0.743315	0.015196
YLR385C	1.030340	0.008691
YLR386W	1.027670	0.016029
YLR387C	0.987082	0.005811
YLR388W	0.786008	0.013389
YLR389C	0.989295	0.008912
YLR390W	1.026679	0.007861
YLR390W-A	0.995686	0.009269
YLR391W	1.008996	0.007885
YLR392C	1.011839	0.004808
YLR393W	0.790964	0.019770
YLR394W	1.028883	0.016508
YLR395C	0.966863	0.007811
YLR396C	0.192200	0.017821
YLR398C	0.956428	0.007007
YLR399C	1.123477	0.010927
YLR400W	0.978779	0.014708
YLR401C	1.044944	0.012194
YLR402W	0.873148	0.027059
YLR403W	NaN	NaN
YLR404W	0.972935	0.007917
YLR405W	1.002330	0.005706
YLR406C	0.983275	0.013815
YLR406C-A	1.007685	0.012490
YLR407W	1.019412	0.007622
YLR408C	1.026626	0.019894
YLR410W	0.753427	0.020418
YLR411W	1.034427	0.005600
YLR412C-A	1.050003	0.006374
YLR412W	0.929501	0.008083
YLR413W	1.046795	0.010742
YLR414C	1.024884	0.008338
YLR415C	0.965378	0.010249
YLR416C	0.956973	0.016098
YLR417W	0.241281	0.049753
YLR418C	0.795088	0.026782
YLR419W	1.019605	0.004182
YLR420W	0.995171	0.006285
YLR421C	0.983847	0.008613
YLR422W	0.926458	0.018420
YLR423C	1.024749	0.006716
YLR425W	0.525968	0.014516
YLR426W	0.850564	0.009701
YLR427W	1.007186	0.009699
YLR428C	1.071404	0.010993
YLR429W	1.002480	0.011972
YLR431C	0.993908	0.007227
YLR432W	0.970674	0.007331
YLR433C	1.050551	0.011378
YLR434C	0.982251	0.007961
YLR435W	NaN	NaN
YLR436C	0.968259	0.009117
YLR437C	1.032083	0.009311
YLR438W	1.005788	0.007744
YLR439W	0.492825	0.075216
YLR441C	0.763399	0.014686
YLR442C	NaN	NaN
YLR443W	0.955613	0.009318
YLR444C	1.002245	0.012255
YLR445W	0.994948	0.008458
YLR446W	1.022584	0.005085
YLR447C	0.507280	0.026689
YLR448W	0.799510	0.011789
YLR449W	1.000201	0.010043
YLR450W	0.969568	0.006544
YLR451W	1.003912	0.006451
YLR452C	0.794981	0.033799
YLR453C	1.038142	0.007912
YLR454W	1.064735	0.007907
YLR455W	0.999563	0.006594
YLR456W	1.000834	0.010471
YLR460C	1.069175	0.016376
YLR461W	1.015488	0.005905
YLR462W	0.944317	0.009435
YLR464W	1.044165	0.006904
YLR466C-B	1.067074	0.010655
YLR466W	1.010641	0.008014
YLR467W	0.980557	0.008507
YML001W	0.808450	0.014053
YML002W	0.985317	0.012194
YML003W	1.009321	0.006691
YML004C	1.021582	0.004631
YML005W	1.009887	0.007431
YML006C	0.888530	0.012387
YML007C-A	0.990666	0.004558
YML007W	1.009758	0.007746
YML008C	0.958894	0.012882
YML009C	0.996414	0.010808
YML010C-B	0.887238	0.013957
YML011C	0.998195	0.010824
YML012C-A	0.475130	0.052162
YML012W	1.025739	0.008009
YML013W	NaN	NaN
YML014W	0.896465	0.007847
YML016C	1.017760	0.006494
YML017W	0.976494	0.018176
YML018C	1.059742	0.009951
YML019W	1.010759	0.006482
YML020W	1.043501	0.007271
YML021C	1.009014	0.007080
YML022W	1.068347	0.013363
YML024W	0.624661	0.011220
YML026C	0.786378	0.014238
YML027W	1.000460	0.011552
YML028W	0.882719	0.011100
YML029W	1.081925	0.012584
YML030W	0.987335	0.015500
YML032C	0.822923	0.009812
YML033W	0.990580	0.010998
YML034W	0.995203	0.007419
YML035C	1.028434	0.007871
YML035C-A	1.027867	0.010910
YML036W	0.729879	0.016229
YML037C	1.037202	0.009106
YML038C	0.963852	0.011958
YML041C	0.940488	0.011913
YML042W	1.008732	0.016616
YML047C	0.973990	0.011674
YML048W	0.933829	0.007373
YML048W-A	1.042295	0.007623
YML050W	0.977113	0.009509
YML051W	1.018432	0.006412
YML052W	1.021946	0.007914
YML053C	0.983419	0.012429
YML054C	1.024358	0.006346
YML054C-A	NaN	NaN
YML055W	1.010830	0.005621
YML056C	1.011859	0.006082
YML057W	1.027377	0.006711
YML058C-A	1.056041	0.015239
YML058W	1.023950	0.007657
YML058W-A	1.041708	0.005580
YML059C	1.061801	0.007318
YML060W	1.017123	0.007280
YML061C	0.839105	0.028450
YML062C	1.009569	0.005538
YML063W	0.526260	0.029340
YML066C	0.921985	0.018335
YML067C	1.064368	0.012337
YML068W	1.068800	0.012893
YML070W	1.004110	0.009535
YML071C	0.985485	0.011045
YML072C	0.968571	0.007840
YML073C	0.629413	0.017496
